,GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,fire_per_tract,total_males,total_females,total_pop,pop_above_25,educ_pop_above_25_HS_or_above,educ_pop_above_25_bach_or_above,med_income_past_12_month,num_HH,total_fam_HH_householder,total_nonfam_HH_householder,total_pop_over16,total_pop_over16_labor_force,total_pop_over16_NOT_labor_force,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,av_HH_size_total,av_HH_size_owner,av_HH_size_renter,med_yr_built,med_rent,med_house_value_owner,male_per_HH,female_per_HH,educ_HS_per_HH,educ_bach_per_HH,med_pop_per_HH,famHH_per_HH,non-famHH_per_HH,pop_over16_per_HH,pop_over16_labor_force_per_HH,pop_over16_NOT_labor_force_per_HH,occupied_HH_per_total_housing_units,vacancy_per_total_housing_unit,prediction,fire_score
59,G1700310835000,2011-2015,Illinois,17,Cook County,31,835000,"Census Tract 8350, Cook County, Illinois",75,2866,3042,5908,3172,2284,243,-0.897818978,1714,1087,627,4226,2519,1707,2250,1714,536,3.44,1.883415423,0.693027331,0.043755118,-0.660448537,-0.988109431,0.312877229,0.792643157,-0.320445876,-1.048667255,0.510701556,0.295728364,-0.295728364,2.465577596,0.152327488,0.176553432,-1.109679928,1.109679928,41.652339,0.024301248
60,G1700310251100,2011-2015,Illinois,17,Cook County,31,251100,"Census Tract 2511, Cook County, Illinois",74,2118,2254,4372,2944,2242,239,-0.980658988,1398,882,516,3549,1578,1971,1760,1398,362,3.12,1.262875045,0.25981977,-0.686594065,-0.353856101,-0.659114864,0.147535511,0.398328464,0.319081044,-0.974262219,0.249103701,0.27630826,-0.27630826,2.538626609,-0.86912746,0.58394921,-0.748631323,0.748631323,44.51359977,0.031840915
61,G1700310251900,2011-2015,Illinois,17,Cook County,31,251900,"Census Tract 2519, Cook County, Illinois",74,2612,2897,5509,2878,2203,242,-1.042459068,1745,1094,651,3803,2259,1544,2135,1745,390,3.09,0.40258043,0.679052893,-0.686594065,-0.646512517,-0.930726658,0.12840764,0.514489536,-0.485752511,-1.056549303,0.273411086,0.252874786,-0.252874786,2.179369628,-0.372340579,0.067211711,-0.493303793,0.493303793,42.79211259,0.024522701
62,G1700310710100,2011-2015,Illinois,17,Cook County,31,710100,"Census Tract 7101, Cook County, Illinois",72,605,685,1290,735,576,53,-1.316355215,467,236,231,966,546,420,650,467,183,2.76,-0.105134424,0.217896458,-0.686594065,-1.050657091,-1.091398423,-0.083512898,0.045263758,-0.554287798,-1.120773673,-0.049680547,-0.465280706,0.465280706,2.068522484,-0.748048713,0.081525099,-1.59029068,1.59029068,52.28107738,0.111950915
63,G1700310010300,2011-2015,Illinois,17,Cook County,31,10300,"Census Tract 103, Cook County, Illinois",71,3095,2982,6077,4751,3696,1526,-0.479358152,2739,937,1802,5311,3178,2133,3264,2739,525,1.87,-1.402627941,-1.011854036,-0.686594065,-0.531540354,-0.38750307,-0.25773604,-0.872235781,-0.280724488,0.010277347,-0.494665768,-1.429613966,1.429613966,1.939028843,-0.77467799,-0.037170023,-0.251155683,0.251155683,41.59356525,0.015185676
64,G1700310490902,2011-2015,Illinois,17,Cook County,31,490902,"Census Tract 4909.02, Cook County, Illinois",71,2310,2836,5146,3505,2993,865,-0.328232634,1929,1184,745,4109,2215,1894,2195,1929,266,2.67,0.05000067,-0.383004352,-0.089035643,-0.259787968,-0.68971901,-0.186651436,0.053471674,0.196115115,-0.266894368,-0.127123803,0.175232213,-0.175232213,2.130119233,-0.810675827,0.162716124,0.188899606,-0.188899606,36.96305562,0.019161771
65,G1700310681100,2011-2015,Illinois,17,Cook County,31,681100,"Census Tract 6811, Cook County, Illinois",70,1640,1794,3434,1977,1379,107,-1.170772475,1064,747,317,2470,1305,1165,1675,1064,611,3.21,-0.161547186,0.986490517,-0.686594065,-0.144815804,-1.258956121,0.175250516,0.577384552,-0.406535861,-1.15372886,0.331056975,0.696675099,-0.696675099,2.321428571,-0.576244645,0.273993377,-2.513845284,2.513845284,54.31784747,0.051050609
66,G1700310833100,2011-2015,Illinois,17,Cook County,31,833100,"Census Tract 8331, Cook County, Illinois",70,4041,3506,7547,6391,6034,5010,2.641904121,3857,1575,2282,6588,5068,1520,4040,3857,183,1.82,-1.444937513,-1.081726224,3.36352413,2.739940294,0.78387061,-0.344326177,-1.308360365,0.22641454,1.90144847,-0.709120951,-1.038270743,1.038270743,1.708063262,-0.314156413,-0.415737407,1.0309011,-1.0309011,27.40609836,0.007105548
67,G1700310843900,2011-2015,Illinois,17,Cook County,31,843900,"Census Tract 8439, Cook County, Illinois",69,1460,2170,3630,2765,2280,863,-0.861545837,1917,822,1095,3085,1738,1347,2311,1917,394,1.88,-1.614175798,-0.941981849,0.906895061,-0.130879784,-0.874108988,-0.645452266,-0.767261854,-0.65816885,-0.262397908,-0.760787116,-0.917496788,0.917496788,1.609285342,-1.534695282,-0.112055258,-0.358152762,0.358152762,47.78280956,0.024925827
68,G1700310081800,2011-2015,Illinois,17,Cook County,31,81800,"Census Tract 818, Cook County, Illinois",68,3134,4191,7325,6555,6555,5756,1.663208032,5330,1212,4118,6997,6483,514,5681,5330,351,1.37,-2.023168319,-1.752499221,3.49631489,3.252089021,1.152650567,-0.828185506,-1.606094277,-0.562715874,1.343090942,-1.185854821,-2.107146838,2.107146838,1.312757974,-0.606750074,-0.708674229,0.847961719,-0.847961719,34.90409685,0.006548611
69,G1700310250400,2011-2015,Illinois,17,Cook County,31,250400,"Census Tract 2504, Cook County, Illinois",68,2494,2777,5271,3567,2753,267,-0.63346244,1878,1207,671,4214,2474,1740,2149,1878,271,2.81,0.233342145,0.078152084,-0.686594065,-0.319016052,-0.581074292,-0.049300253,0.074120001,-0.005909493,-1.047650297,-0.013339249,0.346030664,-0.346030664,2.243876464,-0.304016059,0.108254696,0.134303,-0.134303,35.82018922,0.019073583
70,G1700310080400,2011-2015,Illinois,17,Cook County,31,80400,"Census Tract 804, Cook County, Illinois",67,2115,2938,5053,2882,2501,1463,-1.011615587,2051,846,1205,3248,2448,800,2088,2051,37,2.45,-1.148770514,0.050203209,2.898756468,-1.740490071,2.12739261,-0.361694079,-0.038061707,-0.587305009,0.408430499,-0.294132284,-1.013856335,1.013856335,1.583617747,-0.674941465,-0.419708507,1.336875709,-1.336875709,23.59743684,0.011505332
71,G1700310251200,2011-2015,Illinois,17,Cook County,31,251200,"Census Tract 2512, Cook County, Illinois",67,2176,2121,4297,2719,2107,340,-0.177182529,1075,835,240,3417,1996,1421,1293,1075,218,4,1.488526091,2.146368824,-0.686594065,-0.036811651,-0.553530561,0.683443891,1.273674556,1.159350262,-0.603776534,0.961156233,1.137775672,-1.137775672,3.178604651,1.312140246,0.497333038,-0.33719566,0.33719566,31.19044571,0.029014368
72,G1700310260500,2011-2015,Illinois,17,Cook County,31,260500,"Census Tract 2605, Cook County, Illinois",67,937,860,1797,1161,892,61,-0.721128815,539,376,163,1380,593,787,722,539,183,3.29,0.769263381,0.930592767,-0.686594065,0.304620834,-0.668296107,0.382651663,0.357667333,0.439826361,-1.12158394,0.418240269,0.670215255,-0.670215255,2.560296846,-0.954731056,0.633393185,-1.278777972,1.278777972,48.0201489,0.089091185
73,G1700310834700,2011-2015,Illinois,17,Cook County,31,834700,"Census Tract 8347, Cook County, Illinois",67,941,1101,2042,1140,784,99,-0.98484435,597,411,186,1474,692,782,1050,597,453,3.39,1.192359093,0.930592767,-0.686594065,-0.353856101,-1.31327848,0.211942607,0.961115038,-0.366017235,-0.987339217,0.48903239,0.616192002,-0.616192002,2.469011725,-0.77811922,0.485545117,-3.253380504,3.253380504,61.63667439,0.103244011
74,G1700310841800,2011-2015,Illinois,17,Cook County,31,841800,"Census Tract 8418, Cook County, Illinois",67,1057,1542,2599,1472,1283,178,-0.676786597,896,615,281,1872,1072,800,1195,896,299,2.89,-0.274372709,0.637129581,-0.686594065,-0.252819958,-0.969746943,-0.205411812,0.662055505,-0.086100421,-0.903637186,0.06357294,0.604034106,-0.604034106,2.089285714,-0.666358716,0.075127646,-1.242680228,1.242680228,47.63773101,0.053167111
75,G1700310843000,2011-2015,Illinois,17,Cook County,31,843000,"Census Tract 8430, Cook County, Illinois",67,1331,1517,2848,1413,1053,88,-1.211645744,957,594,363,1835,968,867,1185,957,228,2.98,0.458993192,0.469436332,-0.686594065,-0.629092492,-0.822847044,0.016794179,0.33246559,-0.868176702,-1.175679229,0.125207972,0.215990005,-0.215990005,1.917450366,-1.220476093,0.088019051,-0.601320494,0.601320494,48.01585299,0.050173305
76,G1700310031700,2011-2015,Illinois,17,Cook County,31,31700,"Census Tract 317, Cook County, Illinois",66,3712,3014,6726,5265,4833,2862,-0.365561542,3436,1201,2235,5977,4281,1696,3840,3436,404,1.92,-1.275699228,-0.969930724,-0.686594065,-0.663932542,0.380660989,-0.309992301,-1.385561906,-0.145868775,0.713431707,-0.708460675,-1.385674998,1.385674998,1.739522701,-0.518051436,-0.317805671,0.366161585,-0.366161585,30.2880726,0.008814922
77,G1700310230200,2011-2015,Illinois,17,Cook County,31,230200,"Census Tract 2302, Cook County, Illinois",66,1120,1014,2134,1186,735,112,-0.417558071,564,422,142,1536,1030,506,683,564,119,3.7,1.262875045,1.503544702,-0.155431023,-0.500184309,-0.045501741,0.643058045,0.848642164,-0.389699229,-0.903838984,0.786376231,0.969329557,-0.969329557,2.723404255,1.220744172,0.079365392,-0.399675787,0.399675787,27.56016759,0.048865545
78,G1700310837800,2011-2015,Illinois,17,Cook County,31,837800,"Census Tract 8378, Cook County, Illinois",66,1796,1676,3472,1951,1648,810,0.22133184,1102,558,544,2658,1892,766,1233,1102,131,2.91,-0.189753567,0.525334082,3.097942609,0.154808621,0.167197073,0.268304955,0.17645338,0.063762874,0.463795724,0.268184706,-0.459381166,0.459381166,2.411978221,0.893061399,-0.119496042,0.354660122,-0.354660122,26.99521436,0.024496565
79,G1700310020200,2011-2015,Illinois,17,Cook County,31,20200,"Census Tract 202, Cook County, Illinois",65,3175,3459,6634,4496,3995,2046,0.530973244,2064,1728,336,4856,3122,1734,2196,2064,132,3.15,0.303858097,1.265979266,0.375732019,-0.043779661,0.675225893,0.172010645,0.552588578,1.101714518,1.117093801,0.32017314,1.494932089,-1.494932089,2.352713178,0.280974188,0.023222507,0.866553239,-0.866553239,20.56477173,0.009963552
80,G1700310400800,2011-2015,Illinois,17,Cook County,31,400800,"Census Tract 4008, Cook County, Illinois",65,1381,1783,3164,1723,1314,141,-1.29704976,1160,712,448,2120,1160,960,1368,1160,208,2.73,-1.670588559,0.189947583,0.375732019,-1.193501294,0.000251457,-0.19401324,0.215760051,-0.791656486,-1.100221739,-0.078106204,0.17525333,-0.17525333,1.827586207,-1.254916241,0.010890985,-0.153529485,0.153529485,39.00365343,0.033623839
81,G1700310691400,2011-2015,Illinois,17,Cook County,31,691400,"Census Tract 6914, Cook County, Illinois",65,1081,1639,2720,2068,1766,274,-0.80008511,1271,585,686,2329,1322,1007,1742,1271,471,2.14,-1.021841801,-0.606595351,-0.686594065,-0.601220453,-0.799893934,-0.551877827,-0.38491973,-0.186246123,-0.860506895,-0.559042015,-0.731594385,0.731594385,1.832415421,-1.134687338,-0.02384638,-1.466470664,1.466470664,52.62104296,0.041401293
82,G1700310241500,2011-2015,Illinois,17,Cook County,31,241500,"Census Tract 2415, Cook County, Illinois",64,1520,1397,2917,2348,2279,1795,1.215110316,1339,377,962,2557,2316,241,1363,1339,24,2.17,-0.570539708,-0.760314163,0.309336639,1.572798636,1.521430524,-0.252261794,-0.982412635,0.550909124,2.007544978,-0.527573134,-1.787226042,1.787226042,1.909634055,0.931325824,-0.626448357,1.338119391,-1.338119391,23.66467919,0.017673397
83,G1700310460400,2011-2015,Illinois,17,Cook County,31,460400,"Census Tract 4604, Cook County, Illinois",64,1303,1769,3072,2188,1961,491,-0.305043465,1223,771,452,2553,1519,1034,1634,1223,411,2.51,0.247445336,-0.732365288,-0.155431023,-0.41656819,-0.881760024,-0.325688648,-0.004158282,0.318407893,-0.386583014,-0.254694206,0.2734477,-0.2734477,2.087489779,-0.529730072,0.028483499,-1.257334836,1.257334836,39.35583322,0.032179749
84,G1700310681400,2011-2015,Illinois,17,Cook County,31,681400,"Census Tract 6814, Cook County, Illinois",64,1363,1261,2624,1823,1372,87,-0.516837883,927,546,381,2227,1185,1042,1277,927,350,2.83,-0.824397135,1.098286017,-0.686594065,-0.224947918,-1.170204098,0.100501284,-0.213193829,0.027396425,-1.170842665,0.006246593,0.028785875,-0.028785875,2.402373247,-0.420996546,0.30266305,-1.507534718,1.507534718,49.20673688,0.053081701
85,G1700310690300,2011-2015,Illinois,17,Cook County,31,690300,"Census Tract 6903, Cook County, Illinois",64,985,1452,2437,1345,1068,124,-1.222919828,707,452,255,1881,902,979,933,707,226,2.88,0.952604856,0.25981977,-0.686594065,-1.064593111,-0.985049016,0.019326714,1.469566935,0.099482551,-0.962967051,0.510743437,0.326042407,-0.326042407,2.660537482,-0.428498832,0.559200629,-1.154140792,1.154140792,48.49488834,0.068592487
86,G1700310691100,2011-2015,Illinois,17,Cook County,31,691100,"Census Tract 6911, Cook County, Illinois",64,1314,1947,3261,1871,1492,208,-1.009315523,1164,703,461,2544,1198,1346,1500,1164,336,2.75,0.360270859,0.008279896,-0.686594065,-0.231915928,-0.682067973,-0.258902725,0.544843441,-0.440180765,-0.954540673,-0.017565369,0.117123078,-0.117123078,2.18556701,-1.167395659,0.334452501,-0.95187877,0.95187877,50.81097255,0.043652038
87,G1700310830700,2011-2015,Illinois,17,Cook County,31,830700,"Census Tract 8307, Cook County, Illinois",64,1911,1612,3523,2916,2545,1264,-0.514613231,1704,540,1164,3152,2342,810,1984,1704,280,1.82,-1.191080085,-1.221470598,-0.686594065,-1.193501294,-0.017192906,-0.266677838,-1.218542839,0.059238911,0.481021802,-0.618435851,-1.578431791,1.578431791,1.849765258,-0.133064805,-0.335761654,-0.032392725,0.032392725,31.41132756,0.018433878
88,G1700310470100,2011-2015,Illinois,17,Cook County,31,470100,"Census Tract 4701, Cook County, Illinois",63,1374,1227,2601,1680,1323,143,-1.001095622,887,485,402,2074,1089,985,1276,887,389,2.93,1.502629282,-0.676467538,-0.022640263,-0.587284433,-0.929961554,0.183342675,-0.157350245,0.05452185,-0.999096099,0.089510329,-0.220539967,0.220539967,2.338218715,-0.572558678,0.289306784,-1.849040506,1.849040506,45.10371785,0.050849738
89,G1700310050300,2011-2015,Illinois,17,Cook County,31,50300,"Census Tract 503, Cook County, Illinois",62,1314,1206,2520,1873,1738,1131,1.139547557,1085,532,553,2007,1577,430,1117,1085,32,2.32,-0.500023756,-0.550697601,-0.686594065,0.600761255,1.519900316,-0.172391573,-0.816902441,0.31465593,1.247414019,-0.409627479,-0.554064536,0.554064536,1.849769585,0.103771396,-0.413547966,1.215626818,-1.215626818,22.38752836,0.020633667
90,G1700310252000,2011-2015,Illinois,17,Cook County,31,252000,"Census Tract 2520, Cook County, Illinois",62,2439,3826,6265,3745,3031,414,-1.007995814,2283,1253,1030,4833,2700,2133,2602,2283,319,2.67,1.841105852,-0.410953227,-0.686594065,-0.663932542,-0.247489103,-0.322617144,0.552571584,-0.33204085,-0.947794392,-0.064509904,-0.208417257,0.208417257,2.11695138,-0.70763016,0.115910831,0.173216355,-0.173216355,40.66267504,0.017811071
91,G1700310252101,2011-2015,Illinois,17,Cook County,31,252101,"Census Tract 2521.01, Cook County, Illinois",62,664,1021,1685,1108,870,166,-0.692509985,580,320,260,1357,784,573,735,580,155,2.91,0.261548526,0.37161527,-0.686594065,-0.855552814,-0.395154106,-0.242102738,0.757575508,0.074463641,-0.680443661,0.067258728,-0.191376732,0.191376732,2.339655172,-0.201047718,0.168695008,-0.80635551,0.80635551,43.09947513,0.07430944
92,G1700310480400,2011-2015,Illinois,17,Cook County,31,480400,"Census Tract 4804, Cook County, Illinois",62,2664,3637,6301,4743,4149,1318,0.035818481,2361,1526,835,5307,3041,2266,2516,2361,155,2.67,-0.542333327,1.89482895,0.375732019,0.050288473,-0.572658152,-0.259461119,0.223962165,0.681307298,0.013082733,-0.126238989,0.36748005,-0.36748005,2.247776366,-0.391943286,0.140973136,0.849949725,-0.849949725,35.78336986,0.015156023
93,G1700310260700,2011-2015,Illinois,17,Cook County,31,260700,"Census Tract 2607, Cook County, Illinois",61,975,1040,2015,1086,727,32,-1.023530673,585,416,169,1361,593,768,764,585,179,3.44,0.007691099,1.545468014,-0.686594065,-0.263271973,-0.545114421,0.307145861,0.799879418,-0.532282684,-1.270653853,0.508685137,0.750093062,-0.750093062,2.326495726,-1.213941295,0.488436331,-1.066085814,1.066085814,50.74637671,0.086745943
94,G1700310730500,2011-2015,Illinois,17,Cook County,31,730500,"Census Tract 7305, Cook County, Illinois",61,1539,2614,4153,2940,2699,624,0.053766521,1570,1075,495,3567,2074,1493,1682,1570,112,2.64,-0.401301423,0.595206269,0.442127399,0.471853072,-0.792242898,-0.415319708,0.526128382,0.591219383,-0.396830636,-0.145525472,0.594166454,-0.594166454,2.271974522,-0.29304898,0.132305299,0.7946761,-0.7946761,36.33821304,0.023145359
95,G1700310841900,2011-2015,Illinois,17,Cook County,31,841900,"Census Tract 8419, Cook County, Illinois",61,2874,3284,6158,2903,2755,2223,2.205495255,1644,652,992,5581,3633,1948,1748,1644,104,1.99,-1.148770514,-0.941981849,3.36352413,2.834008427,0.825951311,0.392935598,1.333233753,0.4890572,2.037213114,0.755315282,-1.107704103,1.107704103,3.394768856,2.370160706,0.362557437,0.873351631,-0.873351631,25.52818963,0.015528096
96,G1700310530600,2011-2015,Illinois,17,Cook County,31,530600,"Census Tract 5306, Cook County, Illinois",60,1222,1646,2868,1786,1587,244,-1.036162172,1005,712,293,2243,1304,939,1247,1005,242,2.85,-0.330785471,0.595206269,0.70770892,-0.646512517,-0.978163084,-0.167275787,0.460226967,0.261027532,-0.791142347,0.025151134,0.734419912,-0.734419912,2.231840796,-0.363481847,0.115941713,-0.61974656,0.61974656,37.89974616,0.03771119
97,G1700310681300,2011-2015,Illinois,17,Cook County,31,681300,"Census Tract 6813, Cook County, Illinois",60,953,1302,2255,1401,1134,136,-0.995402021,794,488,306,1680,855,825,1350,794,556,2.84,0.557715525,0.008279896,-0.686594065,-0.528056349,-0.90394803,-0.183767282,0.465050068,-0.094845682,-0.973430789,0.013952446,0.180076063,-0.180076063,2.115869018,-1.024722458,0.218996885,-3.036169092,3.036169092,58.19862231,0.073298013
98,G1700310841300,2011-2015,Illinois,17,Cook County,31,841300,"Census Tract 8413, Cook County, Illinois",60,2000,2017,4017,2448,1511,499,-0.47890568,1419,855,564,3075,2070,1005,1756,1419,337,2.82,0.021794289,0.287768645,-0.686594065,-0.778904705,-0.461718123,0.036411844,-0.064872525,-0.951852333,-0.513585016,0.006435145,0.108765569,-0.108765569,2.167019027,0.119704372,-0.106558918,-0.595865743,0.595865743,33.74841487,0.023783238
99,G1700310081000,2011-2015,Illinois,17,Cook County,31,81000,"Census Tract 810, Cook County, Illinois",59,3220,4147,7367,5397,5061,3195,-0.368879667,4505,680,3825,7202,4629,2573,5031,4505,526,1.34,-2.06547789,-1.780448095,2.102011905,-0.047263666,0.946072583,-0.694758109,-1.280366102,-0.813684866,0.397981393,-0.972212607,-2.558715514,2.558715514,1.598668147,-1.172443364,-0.241488486,0.373446311,-0.373446311,38.79251988,0.008610992
100,G1700310100100,2011-2015,Illinois,17,Cook County,31,100100,"Census Tract 1001, Cook County, Illinois",59,2808,2477,5285,3926,3425,1524,0.495906694,2060,1370,690,4299,2888,1411,2385,2060,325,2.56,-0.232063138,-0.341081039,0.242941258,0.036352453,0.153425207,-0.012358446,-0.596303055,0.457997851,0.475978472,-0.210755643,0.478009876,-0.478009876,2.086893204,-0.050581051,-0.129483595,0.021538524,-0.021538524,25.17653871,0.012221621
101,G1700310430102,2011-2015,Illinois,17,Cook County,31,430102,"Census Tract 4301.02, Cook County, Illinois",59,1462,1602,3064,2273,2059,631,-1.120585833,1817,469,1348,2668,1547,1121,1997,1817,180,1.68,-0.711571612,-1.459036034,-0.686594065,-0.984460997,-0.874108988,-0.600176512,-1.374665416,-0.790647188,-0.524752488,-0.930464441,-1.925655983,1.925655983,1.46835443,-1.700155137,-0.196406507,0.533403902,-0.533403902,48.04547545,0.026442199
102,G1700310440300,2011-2015,Illinois,17,Cook County,31,440300,"Census Tract 4403, Cook County, Illinois",59,2019,2565,4584,3709,3416,1029,-0.02326677,2019,1131,888,4123,2483,1640,2303,2019,284,2.27,-0.373095042,-0.983905162,-0.354617164,-0.291144012,-0.580309188,-0.39453737,-0.431280883,0.527112999,-0.110768402,-0.45231516,-0.141439503,0.141439503,2.04210005,-0.566317981,-0.004169426,0.165234218,-0.165234218,34.01512513,0.016847511
103,G1700310671600,2011-2015,Illinois,17,Cook County,31,671600,"Census Tract 6716, Cook County, Illinois",59,1003,1027,2030,1515,1232,78,-0.939257836,678,413,265,1768,883,885,992,678,314,2.83,1.389803759,-0.578646476,-0.686594065,-1.026269056,-1.1074656,0.109991501,0.161597636,0.822349442,-1.116812142,0.140051517,0.147795133,-0.147795133,2.607669617,-0.348957485,0.481044568,-1.978560636,1.978560636,43.75440764,0.064534525
